 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 7.36439208e-06  7.00000000e+00  7.36439208e-06  4.53730283e+00  7.36439208e-06  5.58386469e+00  7.36439208e-06  2.55502353e+00  7.36439208e-06  6.99372082e+00  7.36439208e-06  5.24376189e-03 
 7.39732997e-06  7.00000000e+00  7.39732997e-06  4.57437185e+00  7.39732997e-06  5.59552944e+00  7.39732997e-06  2.57541460e+00  7.39732997e-06  7.00623704e+00  7.39732997e-06  5.34879750e-03 
 7.44163556e-06  7.00000000e+00  7.44163556e-06  4.62076680e+00  7.44163556e-06  5.61184905e+00  7.44163556e-06  2.60185432e+00  7.44163556e-06  6.99376551e+00  7.44163556e-06  5.48877132e-03 
 7.51325119e-06  7.00000000e+00  7.51325119e-06  4.68791175e+00  7.51325119e-06  5.63614439e+00  7.51325119e-06  2.63993287e+00  7.51325119e-06  7.00620643e+00  7.51325119e-06  5.71181446e-03 
 7.61325119e-06  7.00000000e+00  7.61325119e-06  4.76724528e+00  7.61325119e-06  5.66785741e+00  7.61325119e-06  2.68721358e+00  7.61325119e-06  6.99378564e+00  7.61325119e-06  6.01760552e-03 
 7.71325119e-06  7.00000000e+00  7.71325119e-06  4.83138854e+00  7.71325119e-06  5.69918549e+00  7.71325119e-06  2.73633777e+00  7.71325119e-06  7.00618973e+00  7.71325119e-06  6.31815189e-03 
 7.81325119e-06  7.00000000e+00  7.81325119e-06  4.88078358e+00  7.81325119e-06  5.73530028e+00  7.81325119e-06  2.78433972e+00  7.81325119e-06  6.99380238e+00  7.81325119e-06  6.61341383e-03 
 7.91325119e-06  7.00000000e+00  7.91325119e-06  4.91688495e+00  7.91325119e-06  5.76507772e+00  7.91325119e-06  2.81001063e+00  7.91325119e-06  7.00617308e+00  7.91325119e-06  6.90188603e-03 
 8.01325119e-06  7.00000000e+00  8.01325119e-06  4.94368051e+00  8.01325119e-06  5.78428295e+00  8.01325119e-06  2.83229036e+00  8.01325119e-06  6.99381907e+00  8.01325119e-06  7.18673980e-03 
 8.11325119e-06  7.00000000e+00  8.11325119e-06  4.96474837e+00  8.11325119e-06  5.79657351e+00  8.11325119e-06  2.84975605e+00  8.11325119e-06  7.00615648e+00  8.11325119e-06  7.46909069e-03 
 8.21325119e-06  7.00000000e+00  8.21325119e-06  4.98200450e+00  8.21325119e-06  5.80583506e+00  8.21325119e-06  2.86508464e+00  8.21325119e-06  6.99383572e+00  8.21325119e-06  7.74988161e-03 
 8.31325119e-06  7.00000000e+00  8.31325119e-06  4.99648998e+00  8.31325119e-06  5.81256540e+00  8.31325119e-06  2.87837444e+00  8.31325119e-06  7.00613993e+00  8.31325119e-06  8.02948099e-03 
 8.41325119e-06  7.00000000e+00  8.41325119e-06  5.00872228e+00  8.41325119e-06  5.81919103e+00  8.41325119e-06  2.89035382e+00  8.41325119e-06  6.99385232e+00  8.41325119e-06  8.30815052e-03 
 8.51325119e-06  7.00000000e+00  8.51325119e-06  5.01897835e+00  8.51325119e-06  5.82462772e+00  8.51325119e-06  2.90076238e+00  8.51325119e-06  7.00612343e+00  8.51325119e-06  8.58595445e-03 
 8.61325119e-06  7.00000000e+00  8.61325119e-06  5.02744655e+00  8.61325119e-06  5.83048533e+00  8.61325119e-06  2.91019137e+00  8.61325119e-06  6.99386888e+00  8.61325119e-06  8.86302470e-03 
 8.71325119e-06  7.00000000e+00  8.71325119e-06  5.03428667e+00  8.71325119e-06  5.83524388e+00  8.71325119e-06  2.91816183e+00  8.71325119e-06  7.00610697e+00  8.71325119e-06  9.13936226e-03 
 8.81325119e-06  7.00000000e+00  8.81325119e-06  5.03966430e+00  8.81325119e-06  5.84034878e+00  8.81325119e-06  2.92541862e+00  8.81325119e-06  6.99388539e+00  8.81325119e-06  9.41510664e-03 
 8.91325119e-06  7.00000000e+00  8.91325119e-06  5.04374258e+00  8.91325119e-06  5.84427210e+00  8.91325119e-06  2.93135655e+00  8.91325119e-06  7.00609055e+00  8.91325119e-06  9.69024704e-03 
 9.01325119e-06  7.00000000e+00  9.01325119e-06  5.04668677e+00  9.01325119e-06  5.84848585e+00  9.01325119e-06  2.93684814e+00  9.01325119e-06  6.99390185e+00  9.01325119e-06  9.96493627e-03 
 9.11325119e-06  7.00000000e+00  9.11325119e-06  5.04864904e+00  9.11325119e-06  5.85152178e+00  9.11325119e-06  2.94118678e+00  9.11325119e-06  7.00607419e+00  9.11325119e-06  1.02391492e-02 
 9.21325119e-06  7.00000000e+00  9.21325119e-06  5.04977244e+00  9.21325119e-06  5.85488039e+00  9.21325119e-06  2.94531615e+00  9.21325119e-06  6.99391826e+00  9.21325119e-06  1.05130385e-02 
